"","target_id","test_stat","pval","qval","rss","sigma_sq","tech_var","mean_obs","var_obs","sigma_sq_pmax","smooth_sigma_sq","final_sigma_sq","degrees_free"
"43","AT2G32180.2",18.7523066861594,1.48843212433148e-05,0.00977796061584082,15.9088140414585,0.831127254488103,0.615128567462671,4.01343726990974,1.44625582195077,0.831127254488103,0.0591443055972156,0.831127254488103,1
"44","AT2G36680.3",18.4394947306034,1.75385006740503e-05,0.0112597174327403,44.8481604300134,3.50722034065142,0.569885152986169,2.18171798965032,4.07710549363759,3.50722034065142,0.645752877500095,3.50722034065142,1
"45","AT2G25930.1",17.787622911428,2.46984709761714e-05,0.0148502695039472,0.349046543308808,0.0302049749108533,0.00152652902631099,6.57078900681195,0.0317315039371644,0.0302049749108533,0.0129842527062177,0.0302049749108533,1
"46","AT3G16460.1",17.8387954735366,2.40430803835266e-05,0.0148502695039472,2.55198796682569,0.214422339615584,0.0175765664594787,6.98833322992043,0.231998906075063,0.214422339615584,0.0134708291428751,0.214422339615584,1
"47","AT5G54190.1",17.786858784217,2.47083923352279e-05,0.0148502695039472,4.66824502779655,0.399076545985089,0.0253093656327797,3.79374555272392,0.424385911617868,0.399076545985089,0.0825321359566983,0.399076545985089,1
"48","ATCG00330.1",17.5015816314873,2.87068772272078e-05,0.0168939972482118,0.639347024486428,0.055717703013255,0.00240475375823848,6.16283660495182,0.0581224567714935,0.055717703013255,0.0128801447092164,0.055717703013255,1
"49","AT2G47930.1",17.2060425188837,3.35367945190509e-05,0.0193336198280439,0.56157587346569,0.0488181692244156,0.00223418290882901,6.16694779389467,0.0510523521332447,0.0488181692244156,0.0128793252172491,0.0488181692244156,1
"50","AT5G57760.1",17.1353802356647,3.48078263773683e-05,0.0193768239634336,0.549402199132103,0.0467329629041254,0.0032126915624294,5.82339626213908,0.0499456544665547,0.0467329629041254,0.0132973280371931,0.0467329629041254,1
"51","AT5G65080.3",17.1258104178701,3.49836456434124e-05,0.0193768239634336,27.0975027307148,2.29730601500403,0.166103324151856,2.87312816113753,2.46340933915589,2.29730601500403,0.317836164978096,2.29730601500403,1
"52","AT1G50040.1",16.9721699897679,3.79317677780426e-05,0.020605703388349,2.0301163138379,0.176385216515511,0.00817081201520738,4.97951213903106,0.184556028530719,0.176385216515511,0.0196219225382207,0.176385216515511,1
"53","AT1G49010.1",16.8709865106441,4.00084855791936e-05,0.0212732436173141,0.440220130167209,0.0363303845729843,0.00368962726039834,5.67667507400703,0.0400200118333828,0.0363303845729843,0.0138199034415303,0.0363303845729843,1
"54","AT2G21045.1",16.805189984541,4.14198668561412e-05,0.0212732436173141,13.5384624546976,1.15515412251357,0.0756151915498498,3.57302794244152,1.23076931406342,1.15515412251357,0.113735394428384,1.15515412251357,1
"55","AT2G27050.1",16.8163823320251,4.1176297837321e-05,0.0212732436173141,0.349333214263524,0.0303441430682591,0.00141342186478852,6.70069418677499,0.0317575649330478,0.0303441430682591,0.0130923568431378,0.0303441430682591,1
"56","AT1G53730.1",16.7524890938424,4.25863609507081e-05,0.0214817772167072,0.37008028600799,0.0318299440707991,0.00181371829356358,6.4206506403335,0.0336436623643629,0.0318299440707991,0.0129059878832539,0.0318299440707991,1
"57","AT2G21970.1",16.4988268305957,4.86801858277966e-05,0.0241248752502386,1.06979425895916,0.0940952655229619,0.00315875801877983,5.83262951472215,0.0972540235417419,0.0940952655229619,0.0132732326308308,0.0940952655229619,1
"58","AT1G53490.1",16.4634968116542,4.95958318257399e-05,0.0241548803002328,31.5211673737055,2.6132127498089,0.252347920527959,3.05900246056663,2.86556067033686,2.6132127498089,0.24755720469127,2.6132127498089,1
"59","AT1G21910.1",16.2859861389423,5.44652707107818e-05,0.0256422494506361,4.71509676192801,0.422207259130896,0.00643790104437767,5.36488463744532,0.428645160175274,0.422207259130896,0.0155277403374864,0.422207259130896,1
"60","AT2G25810.1",16.3052239102002,5.39151147718858e-05,0.0256422494506361,1.40298594764928,0.116048248442331,0.0114959286166944,4.50038595393095,0.127544177059025,0.116048248442331,0.0297884785676789,0.116048248442331,1
"61","AT2G28800.2",16.002251929835,6.3267184647069e-05,0.0292978923264001,8.27966029813993,0.588077493253818,0.164618897486176,3.35485020466897,0.752696390739994,0.588077493253818,0.158787002678916,0.588077493253818,1
"62","AT5G65070.1",15.7201507642717,7.34376407394962e-05,0.0334591367033756,34.8814491554795,2.79607519235336,0.374965639962962,1.91146582381669,3.17104083231632,2.79607519235336,0.813357429087862,2.79607519235336,1
"63","AT2G22425.1",15.637128433805,7.67330776824279e-05,0.0334798165959728,0.923825776963923,0.066949344325587,0.0170348172165878,4.74629568778309,0.0839841615421751,0.066949344325587,0.023445837250661,0.066949344325587,1
"64","AT2G34840.1",15.6550921691582,7.60076477003179e-05,0.0334798165959728,0.946334729630212,0.0713048758815432,0.0147255540848397,4.56351251202495,0.0860304299663829,0.0713048758815432,0.0277911200040808,0.0713048758815432,1
"65","AT5G25980.2",15.6296124128401,7.70386603914696e-05,0.0334798165959728,0.837473812754918,0.0760016982587662,0.000132284718953548,9.06630971423831,0.0761339829777198,0.0760016982587662,0.0245275861671115,0.0760016982587662,1
"66","AT2G25250.1",15.5698724301876,7.95114879487023e-05,0.0339199889296856,1.02047974227175,0.0894166448697402,0.00335424079132786,5.8150811737188,0.0927708856610681,0.0894166448697402,0.0133198300970112,0.0894166448697402,1
"67","AT2G32170.1",15.5476144211951,8.04531031679741e-05,0.0339199889296856,0.49329476385122,0.0381769234391195,0.00666805509280951,5.32428592107282,0.0448449785319295,0.0381769234391195,0.015801607105816,0.0381769234391195,1
"68","AT1G75750.1",15.5145150566052,8.18741451434001e-05,0.0340114831178054,0.864268463558137,0.0784722893025615,9.757102090555e-05,9.40579398649408,0.0785698603234672,0.0784722893025615,0.0286429848437218,0.0784722893025615,1
"69","AT2G35020.1",15.4365396328815,8.53224719679905e-05,0.0349302780891564,0.396943063765784,0.03147336101258,0.00461237205703676,5.41549565727188,0.0360857330696165,0.03147336101258,0.0152150896461589,0.03147336101258,1
"70","AT2G21870.1",15.220709075965,9.56487500821933e-05,0.0385983698903114,0.294857340045997,0.0260525290621185,0.000752683669335729,7.34941213668382,0.0268052127314545,0.0260525290621185,0.0142394677689095,0.0260525290621185,1
"71","AT2G23830.1",15.11764053224,0.000101014936935183,0.0401897174442963,24.1784256526298,2.00954597458886,0.188492721104758,1.40805745375794,2.19803869569361,2.00954597458886,1.16541358000689,2.00954597458886,1
"72","AT2G32860.1",15.0040706630272,0.000107279517487211,0.0420893306941492,1.11695186406554,0.0971074251299651,0.00443365342144717,5.55721696072815,0.101541078551412,0.0971074251299651,0.0144368331492742,0.0971074251299651,1
"73","AT2G27710.3",14.9455035489771,0.000110661471167878,0.0422427734804085,12.9238027813955,0.762042193601696,0.412848968343345,4.67667808222266,1.17489116194504,0.762042193601696,0.0248979076694445,0.762042193601696,1
"74","AT3G28040.1",14.9568738870101,0.00010999660096133,0.0422427734804085,0.778612785777378,0.0688275737213268,0.00195540680388939,6.28035019388771,0.0707829805252166,0.0688275737213268,0.0128762510808902,0.0688275737213268,1
"75","AT2G32810.1",14.8246702959736,0.000117981977287045,0.0442472000902081,0.304335303170219,0.0253292593102019,0.00233758643254527,6.00905485559551,0.0276668457427469,0.0253292593102019,0.012968073845386,0.0253292593102019,1
"76","AT4G04830.1",14.8077519670767,0.000119045143261676,0.0442472000902081,3.27346755445977,0.293054127769199,0.00453383172714304,5.61373083213833,0.297587959496343,0.293054127769199,0.0141371311214067,0.293054127769199,1
"77","AT2G36320.1",14.6564948601889,0.000128989397176631,0.0473206817070841,0.376235031747623,0.0331496897535524,0.00105349495077694,6.91093762018708,0.0342031847043296,0.0331496897535524,0.0133495729651542,0.0331496897535524,1
"78","AT3G59350.6",14.6311332575888,0.000130736824749201,0.0473468439168646,41.1902880598315,2.44699691883372,1.29757472296914,1.13257959858573,3.74457164180286,2.44699691883372,1.37795491867778,2.44699691883372,1
"79","AT1G23030.1",14.5156995454287,0.000138996334702708,0.049700866616229,0.367647126156064,0.0301000210984397,0.00332244491574797,5.70999919970222,0.0334224660141878,0.0301000210984397,0.0136760439202601,0.0301000210984397,1
